	lat	long	pressure	depth (m)	sigmat	Salinity	temp				oxygen (uM)	oxygen (ml/L)		
1552.826	15.76666	-105.00014	726.537	721	27.1914	34.5403	6.0489	0.3506	3.56E-01	1.88E-02	-1.148	0.307	0.0037	0.00E+00
1551.501	15.76666	-105.00014	727.546	722	27.1911	34.5402	6.0513	0.3504	3.55E-01	1.88E-02	-1.122	0.3056	0.0037	0.00E+00
1550.559	15.76666	-105.00014	728.556	723	27.1892	34.5393	6.0609	0.3501	3.52E-01	1.88E-02	-1.105	0.308	0.0037	0.00E+00
1549.759	15.76666	-105.00014	729.565	724	27.1887	34.5391	6.0629	0.35	3.55E-01	1.88E-02	-0.945	0.3082	0.0037	0.00E+00
1548.995	15.76666	-105.00014	730.575	725	27.19	34.5395	6.0557	0.3501	3.53E-01	1.88E-02	-1.151	0.3048	0.0037	0.00E+00
1548.207	15.76666	-105.00014	731.584	726	27.1917	34.5398	6.0441	0.35	3.53E-01	1.88E-02	-1.133	0.3068	0.0037	0.00E+00
1547.368	15.76666	-105.00016	732.594	727	27.192	34.5397	6.0414	0.35	3.56E-01	1.88E-02	-1.241	0.3066	0.0037	0.00E+00
1546.446	15.76666	-105.00016	733.603	728	27.1923	34.5397	6.0397	0.3504	3.52E-01	1.89E-02	-1.134	0.3056	0.0037	0.00E+00
1545.421	15.76666	-105.00015	734.613	729	27.1937	34.5402	6.0308	0.3503	3.53E-01	1.88E-02	-1.108	0.3073	0.0031	0.00E+00
1544.317	15.76666	-105.00014	735.622	730	27.1929	34.5395	6.0333	0.35	3.54E-01	1.88E-02	-0.984	0.309	0.0311	0.00E+00
1543.179	15.76666	-105.00014	736.632	731	27.1929	34.5398	6.0356	0.35	3.50E-01	1.88E-02	-1.074	0.3055	0.0969	0.00E+00
1542.023	15.76666	-105.00014	737.641	732	27.1935	34.5399	6.0314	0.3499	3.65E-01	1.88E-02	-1.227	0.308	0.097	0.00E+00
1540.911	15.76666	-105.00014	738.651	733	27.1934	34.5395	6.0298	0.35	3.58E-01	1.88E-02	-1.169	0.308	0.0968	0.00E+00
1539.896	15.76666	-105.00014	739.66	734	27.1943	34.5396	6.0227	0.3501	3.53E-01	1.88E-02	-0.958	0.311	0.0967	0.00E+00
1538.932	15.76666	-105.00015	740.67	735	27.1999	34.542	5.994	0.3501	3.54E-01	1.88E-02	-0.891	0.3088	0.0969	0.00E+00
1537.926	15.76666	-105.00015	741.679	736	27.202	34.5416	5.9747	0.3499	3.56E-01	1.88E-02	-1.205	0.3085	0.097	0.00E+00
1536.854	15.76666	-105.00014	742.688	737	27.1999	34.5401	5.9824	0.35	3.56E-01	1.88E-02	-1.325	0.3077	0.0968	0.00E+00
1535.778	15.76666	-105.00014	743.698	738	27.2011	34.5417	5.9829	0.3499	3.55E-01	1.88E-02	-0.922	0.3069	0.0969	0.00E+00
1534.825	15.76666	-105.00014	744.708	739	27.2006	34.5415	5.9858	0.35	3.62E-01	1.88E-02	-0.898	0.3064	0.0968	0.00E+00
1533.99	15.76666	-105.00014	745.717	740	27.2017	34.5414	5.9762	0.35	3.59E-01	1.88E-02	-1.109	0.3063	0.0969	0.00E+00
1533.217	15.76666	-105.00014	746.726	741	27.2029	34.541	5.9643	0.35	3.60E-01	1.88E-02	-1.133	0.3058	0.0966	0.00E+00
1532.456	15.76666	-105.00014	747.736	742	27.2048	34.5412	5.9504	0.3499	3.64E-01	1.88E-02	-1.279	0.306	0.0969	0.00E+00
1531.636	15.76666	-105.00014	748.746	743	27.207	34.5417	5.9361	0.35	3.61E-01	1.88E-02	-1.125	0.3055	0.0966	0.00E+00
1530.684	15.76666	-105.00014	749.755	744	27.2069	34.5408	5.9311	0.35	3.64E-01	1.88E-02	-1.078	0.3062	0.0967	0.00E+00
1529.517	15.76666	-105.00014	750.765	745	27.2115	34.5417	5.9001	0.3499	3.57E-01	1.88E-02	-1.182	0.3063	0.0969	0.00E+00
1528.165	15.76666	-105.00014	751.774	746	27.2116	34.5394	5.885	0.3499	3.55E-01	1.88E-02	-1.201	0.306	0.097	0.00E+00
1526.885	15.76666	-105.00014	752.784	747	27.2149	34.5421	5.8755	0.3498	3.53E-01	1.88E-02	-0.952	0.3059	0.0969	0.00E+00
1525.727	15.76666	-105.00015	753.794	748	27.2158	34.5431	5.8744	0.3499	3.58E-01	1.88E-02	-1.166	0.3046	0.0968	0.00E+00
1524.608	15.76666	-105.00016	754.803	749	27.2159	34.5426	5.8709	0.3499	3.62E-01	1.88E-02	-1.249	0.304	0.0968	0.00E+00
1523.54	15.76666	-105.00014	755.813	750	27.2151	34.5421	5.8739	0.3499	3.55E-01	1.89E-02	-0.932	0.3053	0.097	0.00E+00
1522.557	15.76666	-105.00014	756.822	751	27.214	34.5414	5.8786	0.35	3.56E-01	1.88E-02	-0.812	0.3044	0.0969	0.00E+00
1521.672	15.76666	-105.00014	757.832	752	27.2148	34.5418	5.875	0.35	3.51E-01	1.88E-02	-1.319	0.3039	0.0969	0.00E+00
1520.853	15.76664	-105.00014	758.841	753	27.2151	34.5417	5.8723	0.35	3.58E-01	1.88E-02	-1.164	0.3042	0.097	0.00E+00
1520.059	15.76665	-105.00014	759.851	754	27.2159	34.5419	5.8667	0.35	3.53E-01	1.88E-02	-0.919	0.3034	0.0971	0.00E+00
1519.245	15.76666	-105.00014	760.86	755	27.217	34.542	5.8587	0.3497	3.55E-01	1.89E-02	-1.243	0.3039	0.0973	0.00E+00
1518.389	15.76666	-105.00014	761.87	756	27.2174	34.5419	5.8546	0.3498	3.60E-01	1.88E-02	-1.178	0.3031	0.0969	0.00E+00
1517.43	15.76666	-105.00014	762.88	757	27.218	34.5421	5.8512	0.3495	3.56E-01	1.88E-02	-1.141	0.3031	0.0969	0.00E+00
1516.333	15.76666	-105.00015	763.89	758	27.2174	34.5417	5.8542	0.3497	3.58E-01	1.88E-02	-0.926	0.3034	0.0971	0.00E+00
1515.215	15.76666	-105.00016	764.899	759	27.2173	34.5415	5.853	0.35	3.58E-01	1.88E-02	-1.117	0.3032	0.0963	0.00E+00
1514.175	15.76666	-105.00015	765.908	760	27.2191	34.5419	5.8417	0.3496	3.55E-01	1.88E-02	-1.092	0.3001	0.0491	0.00E+00
1513.174	15.76666	-105.00014	766.918	761	27.2209	34.5424	5.8308	0.3493	3.55E-01	1.88E-02	-1.26	0.304	0.0037	0.00E+00
1512.084	15.76666	-105.00014	767.928	762	27.2224	34.5428	5.8211	0.3498	3.52E-01	1.88E-02	-0.785	0.3044	0.0037	0.00E+00
1510.804	15.76666	-105.00014	768.938	763	27.2214	34.5425	5.8272	0.3499	3.55E-01	1.88E-02	-1.08	0.3048	0.0037	0.00E+00
1509.643	15.76666	-105.00014	769.947	764	27.2206	34.542	5.8304	0.35	3.57E-01	1.88E-02	-1.133	0.3051	0.0037	0.00E+00
1508.695	15.76666	-105.00014	770.957	765	27.2203	34.5417	5.8315	0.3499	3.61E-01	1.88E-02	-1.463	0.3054	0.0037	0.00E+00
1507.833	15.76666	-105.00014	771.966	766	27.2205	34.5417	5.8298	0.3496	3.49E-01	1.88E-02	-0.91	0.3063	0.0037	0.00E+00
1506.974	15.76666	-105.00014	772.976	767	27.2218	34.5418	5.8195	0.3499	3.56E-01	1.88E-02	-1.134	0.3054	0.0037	0.00E+00
1506.079	15.76666	-105.00014	773.986	768	27.2242	34.5424	5.8039	0.3494	3.61E-01	1.88E-02	-0.991	0.3057	0.0037	0.00E+00
1505.102	15.76666	-105.00014	774.996	769	27.2253	34.5425	5.7962	0.3494	3.54E-01	1.88E-02	-0.94	0.3057	0.0037	0.00E+00
1504.03	15.76666	-105.00014	776.005	770	27.2262	34.5429	5.7915	0.3496	3.54E-01	1.88E-02	-1.179	0.3065	0.0037	0.00E+00
1502.955	15.76666	-105.00014	777.015	771	27.2253	34.5417	5.7919	0.3493	3.57E-01	1.88E-02	-1.078	0.3044	0.0037	0.00E+00
1501.98	15.76666	-105.00014	778.024	772	27.2255	34.5419	5.7913	0.3494	3.60E-01	1.88E-02	-1.288	0.3049	0.0037	0.00E+00
1501.073	15.76666	-105.00014	779.034	773	27.2262	34.5419	5.7849	0.3493	3.59E-01	1.88E-02	-1.099	0.3055	0.0037	0.00E+00
1500.156	15.76666	-105.00014	780.044	774	27.2291	34.5425	5.7652	0.349	3.61E-01	1.88E-02	-0.794	0.3073	0.0037	0.00E+00
1499.169	15.76666	-105.00014	781.054	775	27.2295	34.5419	5.7585	0.3492	3.54E-01	1.88E-02	-1.261	0.3062	0.0037	0.00E+00
1498.059	15.76666	-105.00014	782.063	776	27.2316	34.5427	5.7467	0.3496	3.59E-01	1.88E-02	-0.997	0.308	0.0037	0.00E+00
1496.863	15.76666	-105.00014	783.073	777	27.2325	34.5428	5.7404	0.3498	3.58E-01	1.89E-02	-1.108	0.3108	0.0037	0.00E+00
1495.707	15.76666	-105.00014	784.083	778	27.2313	34.542	5.7454	0.3497	3.59E-01	1.88E-02	-1.047	0.3081	0.0037	0.00E+00
1494.621	15.76666	-105.00014	785.092	779	27.2333	34.5423	5.7307	0.3499	3.59E-01	1.88E-02	-0.96	0.3079	0.0037	0.00E+00
1493.566	15.76666	-105.00014	786.102	780	27.2322	34.5409	5.731	0.3499	3.56E-01	1.88E-02	-1.011	0.3091	0.0037	0.00E+00
1492.546	15.76666	-105.00014	787.112	781	27.2338	34.5418	5.7236	0.3499	3.58E-01	1.88E-02	-0.997	0.3085	0.0036	0.00E+00
1491.597	15.76666	-105.00014	788.122	782	27.2336	34.5417	5.7246	0.35	3.57E-01	1.88E-02	-1.021	0.3093	0.0036	0.00E+00
1490.69	15.76666	-105.00014	789.131	783	27.2334	34.5417	5.7261	0.35	3.55E-01	1.88E-02	-0.991	0.309	0.0037	0.00E+00
1489.805	15.76666	-105.00014	790.141	784	27.2337	34.5415	5.7224	0.35	3.52E-01	1.88E-02	-0.947	0.3093	0.0037	0.00E+00
1488.954	15.76666	-105.00014	791.151	785	27.2344	34.5412	5.7153	0.35	3.51E-01	1.88E-02	-0.947	0.3094	0.0037	0.00E+00
1488.148	15.76666	-105.00014	792.161	786	27.235	34.5409	5.7085	0.3499	3.52E-01	1.88E-02	-0.947	0.3095	0.0037	0.00E+00
1487.352	15.76666	-105.00014	793.17	787	27.2377	34.5412	5.6885	0.35	3.56E-01	1.88E-02	-0.947	0.3067	0.0037	0.00E+00
1486.505	15.76666	-105.00016	794.18	788	27.2432	34.5425	5.6517	0.35	3.59E-01	1.88E-02	-0.97	0.3091	0.0037	0.00E+00
1485.49	15.76666	-105.00016	795.19	789	27.2473	34.5423	5.6171	0.3498	3.57E-01	1.88E-02	-1.016	0.3101	0.0014	0.00E+00
1483.998	15.76666	-105.00016	796.2	790	27.2457	34.5419	5.6279	0.3501	3.48E-01	1.88E-02	-0.912	0.3107	0.0667	0.00E+00
1482.319	15.76666	-105.00014	797.209	791	27.2431	34.5412	5.6442	0.35	3.49E-01	1.88E-02	-0.93	0.3084	0.0968	0.00E+00
1481.119	15.76666	-105.00014	798.219	792	27.2415	34.5411	5.6572	0.35	3.52E-01	1.88E-02	-0.891	0.3084	0.097	0.00E+00
1480.228	15.76666	-105.00014	799.229	793	27.2432	34.541	5.6426	0.3501	3.57E-01	1.88E-02	-0.951	0.3079	0.097	0.00E+00
1479.439	15.76666	-105.00014	800.239	794	27.2456	34.5413	5.6249	0.35	3.53E-01	1.88E-02	-1.032	0.3074	0.0971	0.00E+00
1478.657	15.76666	-105.00014	801.249	795	27.2472	34.5415	5.6129	0.35	3.55E-01	1.88E-02	-1.083	0.3073	0.0966	0.00E+00
1477.822	15.76666	-105.00014	802.258	796	27.2477	34.5415	5.6087	0.35	3.56E-01	1.88E-02	-0.877	0.3082	0.097	0.00E+00
1476.912	15.76666	-105.00014	803.268	797	27.2481	34.5414	5.6046	0.35	3.53E-01	1.88E-02	-1.019	0.3084	0.0971	0.00E+00
1475.951	15.76666	-105.00014	804.278	798	27.2487	34.5415	5.6004	0.35	3.50E-01	1.88E-02	-1.091	0.3087	0.097	0.00E+00
1474.982	15.76666	-105.00014	805.288	799	27.2487	34.5413	5.5995	0.35	3.52E-01	1.89E-02	-0.976	0.3088	0.0972	0.00E+00
1474.021	15.76666	-105.00014	806.298	800	27.2488	34.5413	5.5983	0.35	3.53E-01	1.88E-02	-0.901	0.3083	0.0969	0.00E+00
1473.043	15.76666	-105.00015	807.307	801	27.2491	34.5412	5.5961	0.35	3.55E-01	1.88E-02	-1.158	0.3096	0.0968	0.00E+00
1472.058	15.76666	-105.00016	808.317	802	27.2494	34.5412	5.5935	0.35	3.47E-01	1.88E-02	-0.937	0.3091	0.0971	0.00E+00
1471.067	15.76666	-105.00016	809.327	803	27.2495	34.5409	5.5906	0.3504	3.53E-01	1.88E-02	-0.848	0.3102	0.0971	0.00E+00
1470.042	15.76666	-105.00014	810.337	804	27.2501	34.5408	5.5853	0.3502	3.49E-01	1.88E-02	-0.968	0.3095	0.0969	0.00E+00
1468.967	15.76666	-105.00014	811.347	805	27.2518	34.5401	5.5666	0.3503	3.52E-01	1.88E-02	-0.782	0.309	0.0969	0.00E+00
1467.819	15.76666	-105.00014	812.357	806	27.2511	34.5395	5.5686	0.3506	3.49E-01	1.88E-02	-0.823	0.309	0.0974	0.00E+00
1466.63	15.76666	-105.00014	813.367	807	27.2538	34.5419	5.5617	0.3505	3.55E-01	1.88E-02	-0.817	0.3087	0.097	0.00E+00
1465.477	15.76666	-105.00014	814.376	808	27.2536	34.5405	5.5547	0.3504	3.50E-01	1.88E-02	-0.77	0.3091	0.097	0.00E+00
1464.42	15.76666	-105.00014	815.386	809	27.2562	34.5413	5.5379	0.3506	3.52E-01	1.88E-02	-0.599	0.3086	0.097	0.00E+00
1463.436	15.76666	-105.00014	816.396	810	27.2589	34.5412	5.5156	0.3509	3.57E-01	1.88E-02	-0.961	0.3087	0.097	0.00E+00
1462.471	15.76666	-105.00015	817.406	811	27.2577	34.5416	5.5285	0.3509	3.58E-01	1.88E-02	-1.112	0.3087	0.0969	0.00E+00
1461.54	15.76666	-105.00016	818.416	812	27.2559	34.5408	5.5381	0.3509	3.52E-01	1.89E-02	-0.888	0.3093	0.0968	0.00E+00
1460.672	15.76666	-105.00016	819.426	813	27.2575	34.5408	5.5246	0.351	3.52E-01	1.88E-02	-0.754	0.3084	0.0969	0.00E+00
1459.863	15.76666	-105.00016	820.436	814	27.2588	34.5405	5.5121	0.3511	3.48E-01	1.88E-02	-0.716	0.3087	0.097	0.00E+00
1459.078	15.76666	-105.00016	821.445	815	27.2604	34.5406	5.4997	0.3512	3.49E-01	1.89E-02	-0.594	0.3096	0.0971	0.00E+00
1458.246	15.76666	-105.00016	822.456	816	27.2612	34.5403	5.4908	0.3511	3.54E-01	1.88E-02	-0.542	0.3113	0.0971	0.00E+00
1457.299	15.76666	-105.00016	823.465	817	27.2623	34.5405	5.4826	0.3516	3.50E-01	1.89E-02	-0.685	0.3115	0.0968	0.00E+00
1456.18	15.76666	-105.00016	824.475	818	27.2619	34.54	5.4834	0.3516	3.52E-01	1.88E-02	-0.525	0.3132	0.097	0.00E+00
1454.958	15.76666	-105.00014	825.485	819	27.2632	34.5397	5.4701	0.3516	3.55E-01	1.88E-02	-0.538	0.3133	0.0939	0.00E+00
1453.764	15.76666	-105.00014	826.495	820	27.2634	34.5398	5.47	0.3516	3.56E-01	1.88E-02	-0.489	0.3188	0.0037	0.00E+00
1452.664	15.76666	-105.00014	827.505	821	27.2641	34.5402	5.4667	0.3516	3.54E-01	1.88E-02	-0.506	0.3182	0.0037	0.00E+00
1451.627	15.76666	-105.00014	828.515	822	27.2638	34.54	5.4674	0.3513	3.59E-01	1.88E-02	-0.538	0.3178	0.0036	0.00E+00
1450.59	15.76666	-105.00014	829.525	823	27.2637	34.5398	5.4668	0.3519	3.59E-01	1.89E-02	-0.685	0.3176	0.0036	0.00E+00
1449.586	15.76666	-105.00016	830.535	824	27.2645	34.5398	5.4606	0.3516	3.57E-01	1.88E-02	-0.647	0.3176	0.0037	0.00E+00
1448.637	15.76666	-105.00016	831.545	825	27.2667	34.5404	5.4458	0.3514	3.55E-01	1.88E-02	-0.465	0.3178	0.0037	0.00E+00
1447.686	15.76666	-105.00016	832.555	826	27.2667	34.5401	5.4437	0.3514	3.49E-01	1.88E-02	-0.639	0.3191	0.0037	0.00E+00
1446.683	15.76666	-105.00016	833.565	827	27.2664	34.5399	5.4457	0.3517	3.57E-01	1.88E-02	-0.696	0.3186	0.0037	0.00E+00
1445.676	15.76666	-105.00016	834.574	828	27.2671	34.5401	5.4417	0.3517	3.51E-01	1.88E-02	-0.604	0.3198	0.0037	0.00E+00
1444.754	15.76666	-105.00016	835.584	829	27.268	34.5401	5.4342	0.3518	3.50E-01	1.88E-02	-0.433	0.3197	0.0037	0.00E+00
1443.905	15.76666	-105.00016	836.594	830	27.268	34.5397	5.4317	0.3519	3.55E-01	1.88E-02	-0.295	0.3195	0.0037	0.00E+00
1443.066	15.76666	-105.00016	837.604	831	27.269	34.5398	5.4235	0.3519	3.54E-01	1.88E-02	-0.339	0.3195	0.0037	0.00E+00
1442.168	15.76666	-105.00016	838.614	832	27.2694	34.5397	5.4198	0.3521	3.56E-01	1.88E-02	-0.288	0.3192	0.0037	0.00E+00
1441.129	15.76666	-105.00016	839.624	833	27.2732	34.5411	5.3971	0.3522	3.52E-01	1.88E-02	-0.282	0.3201	0.0037	0.00E+00
1439.905	15.76666	-105.00016	840.634	834	27.2743	34.5415	5.3906	0.3523	3.54E-01	1.89E-02	-0.5	0.3207	0.0037	0.00E+00
1438.621	15.76666	-105.00016	841.644	835	27.2715	34.54	5.4045	0.3522	3.57E-01	1.89E-02	-0.459	0.3219	0.0037	0.00E+00
1437.396	15.76666	-105.00014	842.654	836	27.2703	34.5392	5.4085	0.3521	3.56E-01	1.88E-02	-0.655	0.3205	0.0037	0.00E+00
1436.295	15.76666	-105.00014	843.664	837	27.2709	34.5397	5.4071	0.3526	3.57E-01	1.88E-02	-0.199	0.318	0.0037	0.00E+00
1435.34	15.76666	-105.00016	844.674	838	27.2708	34.5388	5.4024	0.3525	3.53E-01	1.88E-02	-0.146	0.318	0.0037	0.00E+00
1434.462	15.76666	-105.00016	845.684	839	27.2711	34.5389	5.4009	0.3522	3.50E-01	1.88E-02	-0.675	0.3185	0.0037	0.00E+00
1433.608	15.76665	-105.00016	846.694	840	27.2727	34.539	5.3884	0.3521	3.57E-01	1.88E-02	-0.534	0.3172	0.0037	0.00E+00
1432.736	15.76664	-105.00016	847.704	841	27.2733	34.5384	5.3791	0.3528	3.55E-01	1.88E-02	-0.071	0.3159	0.0037	0.00E+00
1431.834	15.76666	-105.00016	848.714	842	27.2776	34.5393	5.3487	0.3526	3.53E-01	1.89E-02	0.049	0.3108	0.0037	0.00E+00
1430.867	15.76666	-105.00016	849.724	843	27.2797	34.5395	5.332	0.353	3.55E-01	1.88E-02	-0.813	0.3129	0.0037	0.00E+00
1429.812	15.76666	-105.00016	850.734	844	27.2804	34.5392	5.3245	0.353	3.57E-01	1.89E-02	-1.324	0.3125	0.0037	0.00E+00
1428.748	15.76666	-105.00016	851.744	845	27.2818	34.5397	5.3161	0.353	3.49E-01	1.88E-02	2.78	0.3123	0.0037	0.00E+00
1427.692	15.76666	-105.00016	852.754	846	27.2829	34.5398	5.3076	0.3526	3.61E-01	1.88E-02	-0.098	0.31	0.0037	0.00E+00
1426.616	15.76666	-105.00016	853.765	847	27.2831	34.5399	5.3067	0.3527	3.52E-01	1.88E-02	0.138	0.3105	0.0036	0.00E+00
1425.508	15.76666	-105.00014	854.775	848	27.2826	34.5397	5.3093	0.3527	3.52E-01	1.89E-02	0.196	0.3108	0.0043	0.00E+00
1424.465	15.76666	-105.00014	855.784	849	27.2822	34.5391	5.3087	0.3527	3.54E-01	1.90E-02	0.357	0.313	0.0524	0.00E+00
1423.527	15.76666	-105.00014	856.795	850	27.2821	34.5387	5.3074	0.3526	3.57E-01	1.89E-02	0.135	0.3089	0.0972	0.00E+00
1422.646	15.76666	-105.00015	857.805	851	27.2822	34.5385	5.3049	0.3525	3.56E-01	1.88E-02	-0.006	0.3102	0.0969	0.00E+00
1421.76	15.76666	-105.00016	858.815	852	27.2842	34.539	5.2913	0.3532	3.48E-01	1.89E-02	-0.036	0.31	0.097	0.00E+00
1420.836	15.76666	-105.00016	859.825	853	27.2896	34.5401	5.2532	0.3532	3.54E-01	1.88E-02	0.408	0.3098	0.0971	0.00E+00
1419.749	15.76666	-105.00016	860.835	854	27.2888	34.5399	5.2581	0.3532	3.55E-01	1.89E-02	0.55	0.3098	0.097	0.00E+00
1418.442	15.76666	-105.00016	861.845	855	27.287	34.5385	5.2639	0.3535	3.57E-01	1.88E-02	0.482	0.3094	0.0969	0.00E+00
1417.262	15.76666	-105.00016	862.855	856	27.2871	34.5386	5.2643	0.3535	3.54E-01	1.89E-02	0.246	0.31	0.0972	0.00E+00
1416.32	15.76666	-105.00015	863.865	857	27.2889	34.5389	5.2515	0.3533	3.59E-01	1.89E-02	0.266	0.3075	0.0971	0.00E+00
1415.473	15.76666	-105.00014	864.875	858	27.2924	34.5396	5.2263	0.3532	3.53E-01	1.89E-02	-1.615	0.3098	0.0967	0.00E+00
1414.605	15.76666	-105.00014	865.885	859	27.2936	34.5396	5.2158	0.3535	3.58E-01	1.89E-02	0.405	0.3107	0.0969	0.00E+00
1413.635	15.76666	-105.00014	866.896	860	27.2935	34.5394	5.2152	0.3533	3.51E-01	1.89E-02	3.268	0.3106	0.0969	0.00E+00
1412.578	15.76666	-105.00016	867.906	861	27.2936	34.5393	5.2139	0.3533	3.55E-01	1.89E-02	0.801	0.3102	0.0971	0.00E+00
1411.553	15.76666	-105.00016	868.916	862	27.2947	34.5397	5.2074	0.3532	3.53E-01	1.89E-02	0.71	0.309	0.0969	0.00E+00
1410.575	15.76666	-105.00016	869.926	863	27.2946	34.5393	5.2056	0.3534	3.50E-01	1.89E-02	0.356	0.3081	0.0969	0.00E+00
1409.6	15.76666	-105.00016	870.936	864	27.2946	34.5392	5.2043	0.3536	3.55E-01	1.89E-02	0.486	0.3087	0.097	0.00E+00
1408.637	15.76666	-105.00014	871.946	865	27.2943	34.5388	5.2049	0.3534	3.51E-01	1.90E-02	0.774	0.3092	0.0969	0.00E+00
1407.714	15.76666	-105.00014	872.956	866	27.2948	34.5388	5.2007	0.354	3.50E-01	1.89E-02	0.775	0.3095	0.0969	0.00E+00
1406.815	15.76666	-105.00014	873.966	867	27.2959	34.5388	5.1914	0.3537	3.54E-01	1.89E-02	0.678	0.3099	0.097	0.00E+00
1405.887	15.76666	-105.00014	874.977	868	27.297	34.5389	5.1822	0.3539	3.53E-01	1.90E-02	0.662	0.3097	0.0969	0.00E+00
1404.878	15.76666	-105.00014	875.987	869	27.3006	34.5396	5.156	0.3541	3.56E-01	1.89E-02	1.051	0.3096	0.0969	0.00E+00
1403.777	15.76666	-105.00014	876.997	870	27.3008	34.5392	5.152	0.3537	3.55E-01	1.89E-02	1.298	0.3098	0.0969	0.00E+00
1402.632	15.76666	-105.00014	878.007	871	27.3014	34.5394	5.1483	0.3537	3.54E-01	1.89E-02	1.204	0.3094	0.097	0.00E+00
1401.506	15.76666	-105.00015	879.017	872	27.3018	34.5391	5.143	0.3541	3.56E-01	1.89E-02	0.858	0.3052	0.0969	0.00E+00
1400.451	15.76666	-105.00016	880.027	873	27.3029	34.5393	5.1349	0.354	3.55E-01	1.89E-02	-0.913	0.3098	0.0968	0.00E+00
1399.452	15.76666	-105.00014	881.037	874	27.306	34.5403	5.1147	0.3542	3.54E-01	1.90E-02	1.601	0.3109	0.0969	0.00E+00
1398.411	15.76666	-105.00014	882.048	875	27.3068	34.54	5.1054	0.3542	3.52E-01	1.89E-02	3.583	0.3128	0.097	0.00E+00
1397.281	15.76666	-105.00014	883.058	876	27.3062	34.5397	5.1095	0.3541	3.53E-01	1.89E-02	1.427	0.319	0.0969	0.00E+00
1396.211	15.76666	-105.00014	884.068	877	27.3057	34.5397	5.1137	0.354	3.56E-01	1.89E-02	1.511	0.3341	0.0971	0.00E+00
1395.299	15.76666	-105.00014	885.078	878	27.306	34.5398	5.1118	0.3542	3.50E-01	1.89E-02	1.383	0.3535	0.0962	0.00E+00
1394.494	15.76666	-105.00014	886.089	879	27.3065	34.5398	5.1078	0.3542	3.49E-01	1.89E-02	0.998	0.3564	0.0392	0.00E+00
1393.728	15.76666	-105.00014	887.099	880	27.3066	34.5395	5.1047	0.3541	3.53E-01	1.89E-02	1.112	0.3609	0.0037	0.00E+00
1392.932	15.76666	-105.00014	888.109	881	27.3068	34.5393	5.1017	0.3541	3.55E-01	1.89E-02	1.516	0.3617	0.0037	0.00E+00
1392.066	15.76666	-105.00014	889.119	882	27.307	34.5392	5.0997	0.3542	3.54E-01	1.89E-02	1.399	0.3604	0.0037	0.00E+00
1391.108	15.76666	-105.00014	890.13	883	27.3073	34.5394	5.0978	0.3542	3.54E-01	1.89E-02	1.517	0.3603	0.0037	0.00E+00
1390.081	15.76666	-105.00014	891.14	884	27.3089	34.5396	5.085	0.3542	3.55E-01	1.89E-02	1.524	0.3611	0.0036	0.00E+00
1389.028	15.76666	-105.00014	892.15	885	27.312	34.5403	5.0636	0.3544	3.54E-01	1.91E-02	1.697	0.3589	0.0037	0.00E+00
1387.91	15.76666	-105.00014	893.16	886	27.3161	34.542	5.0392	0.3542	3.55E-01	1.90E-02	1.775	0.3593	0.0037	0.00E+00
1386.606	15.76666	-105.00014	894.17	887	27.3169	34.5422	5.0342	0.3543	3.55E-01	1.89E-02	1.738	0.3588	0.0037	0.00E+00
1385.296	15.76666	-105.00014	895.181	888	27.3159	34.5412	5.0358	0.3543	3.54E-01	1.89E-02	2.039	0.3576	0.0037	0.00E+00
1384.174	15.76666	-105.00014	896.191	889	27.3145	34.5405	5.0439	0.3543	3.51E-01	1.90E-02	1.388	0.3554	0.0037	0.00E+00
1383.19	15.76666	-105.00014	897.201	890	27.3156	34.5411	5.0381	0.3542	3.52E-01	1.89E-02	1.839	0.3543	0.0037	0.00E+00
1382.276	15.76666	-105.00014	898.211	891	27.3158	34.5411	5.0363	0.3541	3.53E-01	1.89E-02	2.004	0.3527	0.0037	0.00E+00
1381.422	15.76664	-105.00014	899.222	892	27.3161	34.5412	5.0342	0.3542	3.52E-01	1.89E-02	1.887	0.3521	0.0036	0.00E+00
1380.617	15.76664	-105.00014	900.232	893	27.3166	34.5412	5.0312	0.3542	3.54E-01	1.89E-02	1.9	0.351	0.0037	0.00E+00
1379.815	15.76665	-105.00014	901.242	894	27.317	34.5414	5.029	0.3542	3.51E-01	1.89E-02	1.993	0.3492	0.0037	0.00E+00
1378.962	15.76666	-105.00014	902.252	895	27.3175	34.5416	5.0258	0.3541	3.55E-01	1.89E-02	2.053	0.3465	0.0037	0.00E+00
1377.994	15.76666	-105.00014	903.263	896	27.3176	34.5417	5.0256	0.3542	3.54E-01	1.89E-02	1.896	0.3442	0.0037	0.00E+00
1376.73	15.76666	-105.00014	904.273	897	27.3177	34.5418	5.0255	0.3543	3.55E-01	1.89E-02	1.985	0.3415	0.0037	0.00E+00
1375.108	15.76666	-105.00014	905.283	898	27.3178	34.5419	5.0254	0.3542	3.57E-01	1.90E-02	2.029	0.3374	0.0037	0.00E+00
1373.608	15.76666	-105.00014	906.293	899	27.3177	34.5418	5.0253	0.3542	3.60E-01	1.90E-02	1.937	0.3361	0.0037	0.00E+00
1356.047	15.76666	-105.00014	907.304	900	27.3177	34.5419	5.0259	0.3541	3.49E-01	1.90E-02	2.045	0.3208	0.01	0.00E+00
1206.866	15.76664	-105.00014	908.314	901	27.3172	34.5418	5.0298	0.3538	3.48E-01	1.96E-02	1.989	0.3615	0.02	0.00E+00
